label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
1014,36.0820097,140.0810549,420.961768847008,-110.696101644406,-0.48587608039502,0,0,-0.717491847047318,-0.696173436467188,0,0,0,0,1,420.961768847008,-110.696101644406,420.957218989278,-109.283630112663,50.7232355217751,1.41247885973148
1015,36.082047,140.0810605,421.465569904702,-106.543884638334,-0.69777027665133,0,0,-0.632611749435464,-0.774065027772171,0,0,0,0,1,421.465569904702,-106.543884638334,421.469339881156,-105.166355591528,50.6339922690817,1.37753420557008
1016,36.0820835,140.0810648,421.852417144884,-102.480723224355,-0.964226986471074,0,0,-0.628176257986641,-0.777949368084593,0,0,0,0,1,421.852417144884,-102.480723224355,421.846218337024,-101.134135238714,50.5368489214339,1.34660225318833
1017,36.0820939,140.0810786,423.093926890184,-101.323000520022,-1.03351173956408,0,0,-0.146003579902472,-0.988766885786032,0,0,0,0,1,423.093926890184,-101.323000520022,423.151845235905,-99.9358419990265,50.7011593786015,1.38836713341315
1018,36.0820926,140.0811247,427.241289164139,-101.467715858163,-1.01934715854289,0,0,0.088626914545516,-0.99512214976134,0,0,0,0,1,427.241289164139,-101.467715858163,427.197391154069,-99.9965258740986,51.215613632865,1.47184476236399
1019,36.0820863,140.0811658,430.938829061864,-102.169028649655,-0.974866125937473,0,0,-0.065047642786359,-0.997161610047825,0,0,0,0,1,430.938829061864,-102.169028649655,431.154186093521,-100.601930802803,51.8067011622207,1.58182625869373
1020,36.0820857,140.0812138,435.257123837354,-102.235820344121,-0.921289654531692,0,0,-0.061256228010015,-0.997469083057754,0,0,0,0,1,435.257123837354,-102.235820344121,435.242523247632,-100.575687841402,52.3114362724272,1.66019670635823
1021,36.0820812,140.0812592,439.341510977818,-102.736758053008,-0.877534180623194,0,0,0.002123341806802,-0.999308615455377,0,0,0,0,1,439.341510977818,-102.736758053008,439.319097373444,-101.041271482005,52.8078422321574,1.69563471364288
1022,36.0820773,140.0813054,443.497869696126,-103.170904066638,-0.820102420111996,0,0,0.11132579432511,-0.992898606542796,0,0,0,0,1,443.497869696126,-103.170904066638,443.443865607882,-101.381654741429,53.3603938957151,1.79006412994325
1023,36.0820699,140.0813494,447.456306572167,-103.994668298643,-0.726155840537274,0,0,0.039572345005763,-0.998613304804662,0,0,0,0,1,447.456306572167,-103.994668298643,447.413311133389,-102.113991186333,53.9100253782735,1.8811685220955
1024,36.0820728,140.0813936,451.432736342029,-103.671841775525,-0.707440515876881,0,0,0.015924107455371,-0.999329294980263,0,0,0,0,1,451.432736342029,-103.671841775525,451.405638325914,-101.604018305468,54.527269452758,2.06800101687495
1025,36.0820702,140.0814396,455.571102166516,-103.961272451806,-0.697696380990361,0,0,0.062681366773035,-0.997373817752733,0,0,0,0,1,455.571102166516,-103.961272451806,455.454219472416,-101.878810664822,54.9832185882682,2.08573935534365
1026,36.0820692,140.0814847,459.628499966247,-104.072591942318,-0.633461103385474,0,0,-0.082283199522293,-0.995842723221328,0,0,0,0,1,459.628499966247,-104.072591942318,459.563812745419,-101.912087984002,55.5249976809955,2.16147213501342
1027,36.0820668,140.0815275,463.478979471686,-104.33975872018,-0.597850548782055,0,0,-0.037951978094178,-0.998515504373636,0,0,0,0,1,463.478979471686,-104.33975872018,463.572696012939,-102.059657532121,56.1157377210227,2.28202634031591
1028,36.0820623,140.0815722,467.50039147866,-104.840696429067,-0.537575077557236,0,0,0.008885819971482,-0.999275380801693,0,0,0,0,1,467.50039147866,-104.840696429067,467.646980679494,-102.484394430037,56.6611951585289,2.36085736638952
1029,36.0820553,140.0816142,471.278899406254,-105.619932864235,-0.468161546913412,0,0,0.241917056269093,-0.969614205019139,0,0,0,0,1,471.278899406254,-105.619932864235,471.640631761458,-103.205661610694,57.2121204747473,2.44122018312016
1030,36.0820548,140.0816591,475.318304309607,-105.675592609491,-0.47524414037948,0,0,0.003612862814925,-0.999379509926167,0,0,0,0,1,475.318304309607,-105.675592609491,475.649095535835,-103.122312075386,57.7869852632809,2.57461925751871
1031,36.0820534,140.0817065,479.582620398517,-105.831439896841,-0.477844175845139,0,0,0.113627764053438,-0.99300493158772,0,0,0,0,1,479.582620398517,-105.831439896841,479.801774139159,-103.077668467816,58.4277417385994,2.76247813481846
1032,36.0820488,140.0817484,483.352131876644,-106.343509554937,-0.455189525945982,0,0,0.006469499778133,-0.999520486621537,0,0,0,0,1,483.352131876644,-106.343509554937,483.762716657956,-103.64559612577,58.8545791979599,2.72897723221081
1033,36.0820506,140.0817946,487.508490597509,-106.14313447154,-0.449902651589269,0,0,0.032164574277558,-0.999062565345003,0,0,0,0,1,487.508490597509,-106.14313447154,487.809360388023,-103.528002648134,59.2023917685667,2.63238239711458
1034,36.0820502,140.0818387,491.47592392046,-106.187662267587,-0.486825287284309,0,0,-0.049113393897595,-0.998399147894767,0,0,0,0,1,491.47592392046,-106.187662267587,491.849543159815,-103.735336609244,59.5057111890692,2.48062340361929
1035,36.0820528,140.0818855,495.686261325348,-105.898231591306,-0.473835148841839,0,0,-0.054437037215488,-0.998000067394455,0,0,0,0,1,495.686261325348,-105.898231591306,495.951035395265,-103.66296547049,59.7285890119489,2.25089314250359
1036,36.0820521,140.0819336,500.013552545192,-105.976155234981,-0.484543781502336,0,0,-0.020935252406332,-0.999363437211206,0,0,0,0,1,500.013552545192,-105.976155234981,500.015690694667,-104.164516572905,59.7343497250133,1.81163992382964
1037,36.0820554,140.0819799,504.178907712968,-105.608800915025,-0.508780080144206,0,0,0.05422020252195,-0.997972435516085,0,0,0,0,1,504.178907712968,-105.608800915025,504.065336587381,-104.104089381915,59.8630192550263,1.50899145075145
1038,36.0820532,140.0820269,508.407238011677,-105.853703795259,-0.533243102633839,0,0,-0.043580736867077,-0.998714620067199,0,0,0,0,1,508.407238011677,-105.853703795259,508.07640296252,-104.612556926831,60.0293303915229,1.28448331198247
1039,36.0820552,140.0820721,512.47363225832,-105.631064813444,-0.582005212523346,0,0,-6.94135731928417e-05,-0.999425449819934,0,0,0,0,1,512.47363225832,-105.631064813444,512.092123143736,-104.814707630142,60.0530317600174,0.901103909235982
1040,36.0820543,140.0821199,516.773934134873,-105.731252355538,-0.556291604490698,0,0,0.099497887321152,-0.994546209384673,0,0,0,0,1,516.773934134873,-105.731252355538,516.114453762081,-105.352661446561,60.0414491744739,0.76042451200578
1041,36.0820511,140.0821662,520.93928930265,-106.087474725493,-0.625651492277579,0,0,-0.153926006033353,-0.987586930711475,0,0,0,0,1,520.93928930265,-106.087474725493,520.073067877702,-105.940134870472,60.2387609678134,0.878662955812152
1042,36.082052,140.0822134,525.185612497738,-105.987287184191,-0.643221955439241,0,0,0.036446533257033,-0.998815036452015,0,0,0,0,1,525.185612497738,-105.987287184191,524.173398077785,-106.227067310039,60.299337935832,1.04022715822736
1043,36.0820527,140.0822607,529.440932139737,-105.909363540516,-0.676359893728206,0,0,0.004358122712658,-0.999372036607293,0,0,0,0,1,529.440932139737,-105.909363540516,528.230084046933,-106.517857940011,60.3672309420503,1.35514520921752
1044,36.0820543,140.0823089,533.777219806492,-105.731252355538,-0.721526528067033,0,0,-0.143265382754413,-0.989256656231144,0,0,0,0,1,533.777219806492,-105.731252355538,532.30279914227,-106.688152179022,60.4475901614268,1.75771828438655
1045,36.0820563,140.0823541,537.843614053134,-105.508613373722,-0.782838870757667,0,0,-0.037749150311084,-0.998757438007659,0,0,0,0,1,537.843614053134,-105.508613373722,536.357241524513,-106.712829548283,60.6539839426385,1.9129662539924
1046,36.0820535,140.0824028,542.224883957,-105.820307947631,-0.830938196176343,0,0,-0.019740283570896,-0.999506186846362,0,0,0,0,1,542.224883957,-105.820307947631,540.405160402567,-107.193655890421,60.9093757129527,2.27979788282292
1047,36.0820552,140.0824479,546.282281756731,-105.631064813444,-0.855016238509745,0,0,0.083327490065031,-0.996031223238234,0,0,0,0,1,546.282281756731,-105.631064813444,544.445495692032,-107.497135273092,60.8754554240165,2.61839683925942
1048,36.0820573,140.0824955,550.564590739463,-105.39729388321,-0.880777655879337,0,0,0.045896776065863,-0.998234828856859,0,0,0,0,1,550.564590739463,-105.39729388321,548.567609497723,-107.684977371249,60.903295117266,3.03668072429577
1049,36.0820531,140.0825431,554.846899722196,-105.864835744469,-0.924922109854418,0,0,0.058198107730211,-0.997718989852939,0,0,0,0,1,554.846899722196,-105.864835744469,552.604301745587,-108.413367067258,61.0827808351635,3.39473969369167
1050,36.0820552,140.0825912,559.174190944596,-105.631064813444,-1.01506435207928,0,0,-0.103271981495498,-0.994118268246224,0,0,0,0,1,559.174190944596,-105.631064813444,556.723347659731,-108.451943169167,61.25218174116,3.73684191594337
1051,36.0820571,140.0826368,563.276570978882,-105.419557780838,-1.04561501416733,0,0,-0.042809292140675,-0.998567309882442,0,0,0,0,1,563.276570978882,-105.419557780838,560.767439816809,-108.541385880085,61.4015219674071,4.00519036622869
1052,36.0820596,140.0826848,567.594865751815,-105.141259053767,-1.13356750310336,0,0,-0.007597648723864,-0.99942949646944,0,0,0,0,1,567.594865751815,-105.141259053767,564.907542951712,-108.499557969879,61.6118767808515,4.30114815391313
1053,36.0820595,140.0827319,571.832192499992,-105.152391002976,-1.24613760300176,0,0,-0.373415149160956,-0.927414951702505,0,0,0,0,1,571.832192499992,-105.152391002976,568.990935715473,-108.263628564837,62.2971502648923,4.21337623313035
1054,36.0820918,140.0827489,573.36158856434,-101.556771450256,-1.50251602105483,0,0,-0.764559078461666,-0.643903528679645,0,0,0,0,1,573.36158856434,-101.556771450256,570.478972513086,-104.5498486582,62.5171785786958,4.15547668404728
1055,36.0821239,140.082757,574.090300807592,-97.9834157959549,-1.8210941171156,0,0,-0.77124408289397,-0.636014542934573,0,0,0,0,1,574.090300807592,-97.9834157959549,571.228032268145,-100.538013600075,62.9776033777867,3.83647639543391
1056,36.0821518,140.0827616,574.504137391064,-94.8776020029125,-2.12370318601789,0,0,-0.62933872968299,-0.776679704062109,0,0,0,0,1,574.504137391064,-94.8776020029125,571.389874410245,-96.5280168815424,63.8218930760829,3.52455716158834
1057,36.0821806,140.0827668,574.971952658558,-91.6716006677762,-2.40687068711577,0,0,-0.708248295308499,-0.705566589256315,0,0,0,0,1,574.971952658558,-91.6716006677762,571.721465821803,-92.4352615920784,64.6822683474568,3.33898827239919
1058,36.0822114,140.0827634,574.666073445688,-88.2429603516156,-2.72253129471492,0,0,-0.73877041727856,-0.673434291314927,0,0,0,0,1,574.666073445688,-88.2429603516156,571.862920718663,-88.3977805254268,65.279672279866,2.80742488719541
1059,36.0822531,140.082764,574.72005212971,-83.600937585866,-2.99665612418483,0,0,-0.740569262058245,-0.671492110628973,0,0,0,0,1,574.72005212971,-83.600937585866,572.259160795343,-84.9411052480514,64.1158616236737,2.80214837621642
1060,36.0822594,140.0827638,574.702059233331,-82.8996247935826,-3.04474713766528,0,0,-0.674866339113124,-0.737366613569221,0,0,0,0,1,574.702059233331,-82.8996247935826,572.322885523951,-84.3993510076864,63.9613520411779,2.8124093330587
1061,36.0822898,140.0827611,574.459155153952,-79.5155122734686,-3.3585809464585,0,0,-0.855418740552903,-0.516635028757492,0,0,0,0,1,574.459155153952,-79.5155122734686,572.366403421243,-80.3249038724789,64.6201560145964,2.2438191939872
1062,36.0822932,140.0827376,572.344990004597,-79.1370260050943,-3.4460321583167,0,0,-0.998908418016845,-0.007551041431807,0,0,0,0,1,572.344990004597,-79.1370260050943,570.369460237574,-78.7559366948391,65.5707245116565,2.01195102395322
1063,36.0822925,140.0827344,572.057103685549,-79.2149496479782,-3.44783588612546,0,0,-0.999066449946645,0.009275516756214,0,0,0,0,1,572.057103685549,-79.2149496479782,570.261140338183,-78.7384386202857,65.6627943587055,1.8581030931027
1064,36.0822883,140.0827154,570.347778670198,-79.6824915092369,-3.37607104819569,0,0,-0.835926550580707,0.545913381639328,0,0,0,0,1,570.347778670198,-79.6824915092369,568.907616663408,-79.1580918299835,65.5832131643041,1.53266487837427
1065,36.0822822,140.0827137,570.194839065042,-80.3615404031016,-3.34530098227891,0,0,-0.416377503889238,0.907794531071098,0,0,0,0,1,570.194839065042,-80.3615404031016,568.993903900084,-79.7901469142721,65.6629376831432,1.32993826530016
1066,36.0822683,140.0827536,573.784421594723,-81.9088813258091,-3.25445890377723,0,0,-0.820535549404776,0.568576524256872,0,0,0,0,1,573.784421594723,-81.9088813258091,572.364305247437,-81.6527310774404,65.7393662360408,1.44303270564681
1067,36.0822439,140.0827657,574.872991734867,-84.6250769004768,-2.9378552449356,0,0,-0.751622333004521,0.657315756252535,0,0,0,0,1,574.872991734867,-84.6250769004768,572.562781331145,-85.6987780274642,64.4342301032614,2.54752943448328
1068,36.0822226,140.0827585,574.225247518927,-86.9961820543984,-2.63067505161101,0,0,-0.748840781687577,0.660865526132982,0,0,0,0,1,574.225247518927,-86.9961820543984,571.9547225274,-89.70671423698,62.7885761934194,3.53585469864884
1069,36.0821976,140.0827539,573.811410938012,-89.7791693243227,-2.33236970946685,0,0,-0.778018854403145,0.62659343782918,0,0,0,0,1,573.811410938012,-89.7791693243227,571.632749164598,-93.7521781118879,61.5588310464074,4.53115503475741
1070,36.0821917,140.0827485,573.32560277414,-90.4359543205595,-2.23137089205015,0,0,-0.705711111030088,0.706556037769455,0,0,0,0,1,573.32560277414,-90.4359543205595,571.446810126314,-95.0199956810371,60.9731419954246,4.95411919599147
1071,36.082175,140.0827499,573.451553038563,-92.2949898163848,-2.02840426701358,0,0,-0.723649254322858,0.688293483890805,0,0,0,0,1,573.451553038563,-92.2949898163848,570.877821147462,-97.7597692971,60.0171994144199,6.04052237973823
1072,36.0821304,140.0827463,573.127680931872,-97.2598391060435,-1.75807903039194,0,0,-0.741818185898868,0.668878641772913,0,0,0,0,1,573.127680931872,-97.2598391060435,570.597869779645,-101.769997212922,61.0044996577906,5.17121558388073
1073,36.0820466,140.0828068,578.570531635149,-106.58841243438,-1.71929094776382,0,0,-0.740743731123263,0.669883358270823,0,0,0,0,1,578.570531635149,-106.58841243438,570.603873934874,-101.887555885717,69.9841568858496,9.25017227971806
1075,36.0819984,140.0827975,577.733862023852,-111.954011890832,-1.44119674156383,0,0,-0.723523195814065,0.688182879920698,0,0,0,0,1,577.733862023852,-111.954011890832,569.924739741639,-105.828376794241,71.359125991222,9.92500862242211
1076,36.0820235,140.0827501,573.469545934942,-109.159892671698,-1.20584644330383,0,0,-0.972316230769021,0.230252918811424,0,0,0,0,1,573.469545934942,-109.159892671698,568.27563797019,-108.354661378878,65.9551984831414,5.25595637170316
