label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
1,36.083096,140.079477,-90.04400798388355,112.52926576382575,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
2,36.08304975,140.07947254166666,-90.4446794988613,107.38650040685775,0.0,0.0,0.0,-0.7402538832497336,0.6723274413064587,0,0,0,0,0
3,36.0830035,140.07946808333332,-90.84535124950574,102.24373504909967,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
4,36.08295725,140.079463625,-91.24602323581674,97.10096969213164,0.0,0.0,0.0,-0.7402538832497336,0.6723274413064587,0,0,0,0,0
5,36.082910999999996,140.07945916666665,-91.64669545779404,91.95820433437356,0.0,0.0,0.0,-0.7402538830499877,0.6723274415263853,0,0,0,0,0
6,36.08286475,140.07945470833334,-92.04736791288337,86.81543897740555,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
7,36.0828185,140.07945025,-92.44804060619273,81.67267362043755,0.0,0.0,0.0,-0.7402538832497336,0.6723274413064587,0,0,0,0,0
8,36.08277225,140.07944579166667,-92.84871353516785,76.52990826267944,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
9,36.082726,140.07944133333334,-93.2493866998085,71.38714290571144,0.0,0.0,0.0,-0.7402538832497336,0.6723274413064587,0,0,0,0,0
10,36.08267975,140.079436875,-93.65006010011449,66.24437754795335,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
11,36.0826335,140.07943241666666,-94.05073373608562,61.10161219098534,0.0,0.0,0.0,-0.7402538832497336,0.6723274413064587,0,0,0,0,0
12,36.082587249999996,140.07942795833333,-94.45140760772172,55.95884683322725,0.0,0.0,0.0,-0.7402538830499877,0.6723274415263853,0,0,0,0,0
13,36.082541,140.07942350000002,-94.85208171246846,50.81608147625924,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
14,36.08249475,140.07941904166668,-95.25275605543384,45.673316119291236,0.0,0.0,0.0,-0.7402538832497336,0.6723274413064587,0,0,0,0,0
15,36.0824485,140.07941458333335,-95.65343063406362,40.530550761533135,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
16,36.08240225,140.079410125,-96.05410544835757,35.387785404565136,0.0,0.0,0.0,-0.7402538832497336,0.6723274413064587,0,0,0,0,0
17,36.082356,140.07940566666667,-96.45478049831549,30.24502004680704,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
18,36.08230975,140.07940120833334,-96.85545578393719,25.102254689839036,0.0,0.0,0.0,-0.7402538832497336,0.6723274413064587,0,0,0,0,0
19,36.082263499999996,140.07939675,-97.25613130522245,19.95948933208094,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
20,36.08221725,140.07939229166666,-97.65680706217113,14.816723975112932,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
21,36.082171,140.07938783333333,-98.05748305478298,9.673958618144924,0.0,0.0,0.0,-0.7402538830450551,0.6723274415318163,0,0,0,0,0
22,36.08212475,140.07938337500002,-98.45815928050371,4.5311932603868295,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
23,36.0820785,140.07937891666668,-98.85883574444135,-0.6115720965811768,0.0,0.0,0.0,-0.7402538832497336,0.6723274413064587,0,0,0,0,0
24,36.08203225,140.07937445833335,-99.2595124440416,-5.754337454339271,0.0,0.0,0.0,-0.7402538832546662,0.6723274413010278,0,0,0,0,0
25,36.081986,140.07937,-99.66018937930427,-10.897102811307278,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
26,36.081986,140.07943166666666,-94.11851969750298,-10.897102811307278,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
27,36.081986,140.07949333333335,-88.57685001314758,-10.897102811307278,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
28,36.081986,140.079555,-83.03518033134628,-10.897102811307278,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
29,36.081986,140.07961666666665,-77.49351064954499,-10.897102811307278,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
30,36.081986,140.07967833333333,-71.95184096518959,-10.897102811307278,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
31,36.081986,140.07974,-66.41017128338831,-10.897102811307278,0.0,0.0,0.0,-0.4197329984029144,0.9076476243849807,0,0,0,0,0
32,36.081946,140.079774,-63.354780330864486,-15.344899876921245,0.0,0.0,0.0,-0.4197329984029144,0.9076476243849807,0,0,1,0,0
